created_at,user,location,coordinates,text,retweet_count,favorite_count,id,nama_kota,avg_word,word_count,sentiment,analysis
2021-08-14 14:45:00,GesuriID,"Jakarta, Indonesia",,bob dukung bijak tunjuk nlima cekfenam nlima cekfenam fr pdiperjuangan,0,0,ID3172,JAKARTA TIMUR,6.1,18,7,Positif
2021-08-14 14:44:56,Bendhardyonas,"Lenteng Agung, Jakarta","{'type': 'Point', 'coordinates': [106.80644, -6.25395]}",done antibod instalike likempat likes likeforlike smas pangudi luhur hqiajaonol,0,0,ID3172,JAKARTA TIMUR,7.0,20,0,Netral
2021-08-14 14:44:44,AhmadNorMaulana,"Jakarta Utara, DKI Jakarta",,suku badu positif lahir qmrenam vhueg qfcntiga dcob,0,0,ID3172,JAKARTA TIMUR,5.5,22,7,Positif
2021-08-14 14:44:24,detikcom,"Jakarta, Indonesia",,kata menang lawan mata tidak lena mtujuh sukbqtsembilan,6,19,ID3172,JAKARTA TIMUR,6.0,23,2,Netral
2021-08-14 14:43:45,komang_yudi,Jakarta,,kafirnw agama nusantara duga teroris milik agama,0,0,ID3172,JAKARTA TIMUR,6.0,11,-2,Negatif
2021-08-14 14:43:00,Kota_Tangerang,Kota Tangerang,,tangerang rujuk website covidsembilan resmi tangerang dasar omtiga pfbnol,0,0,ID3172,JAKARTA TIMUR,7.222222222222222,25,2,Netral
2021-08-14 14:42:59,SINDOnews,"Jakarta Pusat, DKI Jakarta",,angota komisi xi apresiasi antusiasme kendal sukses bangkit ymnuzempat,0,2,ID3172,JAKARTA TIMUR,6.888888888888888,20,11,Positif
2021-08-14 14:42:34,luckykoya,"DKI Jakarta, Indonesia",,bertanyarl emak tidak tuju mikirin siap paeotjlztujuh,0,0,ID3172,JAKARTA TIMUR,6.7142857142857135,27,-5,Negatif
2021-08-14 14:42:28,contactap2,"Tangerang, Indonesia",,tamvandangbrani tumpang belum tetap terbang lampir rtujuh bwdswij,0,0,ID3172,JAKARTA TIMUR,7.25,20,3,Netral
2021-08-14 14:42:27,mporatne,"DKI Jakarta, Indonesia",,monicang monicang unik arisan tetap semangat patuh prokes,0,0,ID3172,JAKARTA TIMUR,6.25,12,11,Positif
2021-08-14 14:42:20,contactap2,"Tangerang, Indonesia",,tamvandangbrani informasi fasilitas bandara tjilik riwut tidak ter vxijyqsxnol,0,0,ID3172,JAKARTA TIMUR,7.777777777777778,23,4,Netral
2021-08-14 14:41:38,jalan_pedang,Jakarta,,cobehsembilan anjing jejangan beli pulsa konter rumah oke kalai,0,0,ID3172,JAKARTA TIMUR,6.111111111111112,18,0,Netral
2021-08-14 14:41:07,AhmadNorMaulana,"Jakarta Utara, DKI Jakarta",,pasca video viral polisi wanita marah bhabinkamtibmas kendara bisa lintas akim tvone ioyubempat qzn,0,0,ID3172,JAKARTA TIMUR,6.142857142857142,22,-5,Negatif
2021-08-14 14:40:48,TimIkrar,"DKI Jakarta, Indonesia",,inusa polres tugas kabupaten trengalek tegas tindak pelangaran protokoler sehat covi xgpsembilan xgpsembilan jherg,0,0,ID3172,JAKARTA TIMUR,7.2142857142857135,22,3,Netral
2021-08-14 14:40:28,senkompusat,Jakarta,,salam pramuka urus pusat senkom mitra polri sama keluarga besar senkom mitra polri selamat ercgrqstw,0,2,ID3172,JAKARTA TIMUR,5.7333333333333325,21,23,Positif
2021-08-14 14:40:00,dompetdhuafaorg,"Jakarta, Indonesia",,sahabat butuh bantu pasien cukupdarirumah mari wujud gvmsembilan yqcktujuh,0,0,ID3172,JAKARTA TIMUR,7.333333333333332,24,8,Positif
2021-08-14 14:40:00,mediaindonesia,Jakarta - Indonesia,,dedi nilai bijak upaya tekan pandemi tidak korban putar roda tsembilan fatujuh xfbr,0,2,ID3172,JAKARTA TIMUR,5.461538461538462,23,4,Netral
2021-08-14 14:39:24,Nirmaaa_,"Jakarta Selatan, DKI Jakarta",,belum wpcsatu qp wpcsatu qpris,0,0,ID3172,JAKARTA TIMUR,5.2,10,0,Netral
2021-08-14 14:38:44,hanibaikhati,Jakarta,,lho event event hilang biokxwsembilan bcl,0,1,ID3172,JAKARTA TIMUR,6.0,18,3,Netral
2021-08-14 14:37:47,davidpu68353534,Jakarta,,wajahsementara monasam kafirnw isempat btiga lempat cupangsawahtujuh kafsatu rzionsatu eksmuslim hayuningratujuh ingiecs wvumjasatu pdelapan,0,2,ID3172,JAKARTA TIMUR,9.071428571428571,28,0,Netral
2021-08-14 14:37:45,masAdi250886,"Tangerang, Indonesia",,nurmazhr radenrauf terima kasih selalu garda depan hadap,0,0,ID3172,JAKARTA TIMUR,6.125,16,7,Positif
2021-08-14 14:37:11,davidpu68353534,Jakarta,,wajahsementara kafsatu rzionsatu monasam cupangsawahtujuh eksmuslim hayuningratujuh ingiecs vi mae kelincipetelur mvwmewbwb,0,1,ID3172,JAKARTA TIMUR,9.333333333333334,25,0,Netral
2021-08-14 14:36:59,yansuuu10,"DKI Jakarta, Indonesia",,mekdi,0,0,ID3172,JAKARTA TIMUR,5.0,4,0,Netral
2021-08-14 14:36:58,DinarBastanta11,"DKI Jakarta, Indonesia",,cina obat cina uang cina,0,0,ID3172,JAKARTA TIMUR,4.0,9,-3,Negatif
2021-08-14 14:36:29,SembilanSeven,"DKI Jakarta, Indonesia",,stasiun haru stasiun sedia kaisatu kaisatu,0,0,ID3172,JAKARTA TIMUR,6.166666666666668,25,2,Netral
2021-08-14 14:36:24,ricky_reach,jakarta,,rusak iluqypdftiga,0,0,ID3172,JAKARTA TIMUR,8.5,6,3,Netral
2021-08-14 14:36:00,contactap2,"Tangerang, Indonesia",,wahyusugiarto wahyusugiartosembilan informasi milik barcode terintegr jfepadmtujuh,0,0,ID3172,JAKARTA TIMUR,10.857142857142858,23,3,Netral
2021-08-14 14:36:00,dompetdhuafaorg,"Jakarta, Indonesia",,masalah tidak sakit milik ventilator pada ohfsnzjyfl,0,0,ID3172,JAKARTA TIMUR,6.571428571428571,20,-1,Negatif
2021-08-14 14:35:40,PTJASAMARGA,"DKI Jakarta, Indonesia",,sehat tdzxudnrf,0,1,ID3172,JAKARTA TIMUR,7.0,23,4,Netral
2021-08-14 14:35:25,idn_channel,DKI Jakarta,,tingkat ekspor tani dongkrak kesejahteran tani nqevcvmlima sekretariat presiden kjbnol btsdz,0,0,ID3172,JAKARTA TIMUR,7.454545454545454,22,1,Netral
2021-08-14 14:34:50,kecoa_jahat,Jakarta,,post bisa badan masak air,0,0,ID3172,JAKARTA TIMUR,4.2,10,-2,Negatif
2021-08-14 14:34:36,TMCPoldaMetro,"DKI Jakarta, Indonesia",,polri lantas jakut jajar polres metro jakut gabung pol giat himbauan prokes asycropvrb,0,5,ID3172,JAKARTA TIMUR,5.6923076923076925,27,-8,Negatif
2021-08-14 14:33:41,IrwandiIwan69,Jakarta,,kevinroypratama ayahe migu zaryhendrik juara jalur nungu taon,0,0,ID3172,JAKARTA TIMUR,6.75,18,-4,Negatif
2021-08-14 14:33:22,ambarwatyaul,"Bekasi, Jawa Barat",,aduh laku client boking dadak labil gonta ganti jam makeup cari partner tidak zisatu gmekjmtujuh,0,0,ID3172,JAKARTA TIMUR,5.466666666666668,25,0,Netral
2021-08-14 14:33:16,trivansekorata,"Jakarta Selatan, DKI Jakarta",,nonbombi slhanum belum biar sehat nonton konser live,0,0,ID3172,JAKARTA TIMUR,5.625,21,8,Positif
2021-08-14 14:33:11,Ridhoucil0,"DKI Jakarta, Indonesia",,minum amer bnyak bnyak tidak mabuk waw seperti mash mempan covin wkwkw yxmamznsb,0,0,ID3172,JAKARTA TIMUR,5.230769230769232,27,-4,Negatif
2021-08-14 14:32:00,dompetdhuafaorg,"Jakarta, Indonesia",,biar bahkan ujung sulit napas tanda pneumonia akut iempat awdelapan wfdgj,0,0,ID3172,JAKARTA TIMUR,5.727272727272728,23,-9,Negatif
2021-08-14 14:31:47,qronoz,"Jakarta, Indonesia",,sinovacatau az lokasiatau sentra belum jelas cyacyevusatu,3,7,ID3172,JAKARTA TIMUR,7.2857142857142865,24,1,Netral
2021-08-14 14:31:31,Goodpeople182_,"DKI Jakarta, Indonesia",,selesai bismilah sugar dad umur sakit,0,0,ID3172,JAKARTA TIMUR,5.333333333333333,12,1,Netral
2021-08-14 14:31:29,kangAgertembak,"Jakarta Pusat, DKI Jakarta",,bertanyarl memang astrazeneca emak sehat astrazeneca bahkan,0,0,ID3172,JAKARTA TIMUR,7.571428571428571,18,8,Positif
2021-08-14 14:30:50,PsEdWlN,Jakarta,,bukan varian video lama teroris islam banyak varian vsembilan qgkmwa,0,0,ID3172,JAKARTA TIMUR,5.9,25,1,Netral
2021-08-14 14:30:36,desipurwani1,cikarang bekasi,,tedygusnaidi tidak ngrasain apasetelqh masalah tidak sich kok tidak reaksi sich,0,0,ID3172,JAKARTA TIMUR,6.2727272727272725,23,-6,Negatif
2021-08-14 14:30:34,kompascom,Jakarta,,wali malang sutiaji ajak guru malang tangan isolasi pus isatu bdelapan tam rlhn,0,7,ID3172,JAKARTA TIMUR,5.153846153846153,25,-5,Negatif
2021-08-14 14:30:24,urscrtadmrerr,"DKI Jakarta, Indonesia",,seperti positif deh tidak,0,0,ID3172,JAKARTA TIMUR,5.5,12,5,Netral
2021-08-14 14:30:04,Gitalicious,"Jakarta, Indonesia",,kipi pasca aduh tidak enak sekali ih badan asa layang bidadari memang fwdjvymgaj,0,0,ID3172,JAKARTA TIMUR,5.230769230769232,23,-1,Negatif
2021-08-14 14:30:00,mediaindonesia,Jakarta - Indonesia,,sebut tuntas program terbentukn otsatu pfhvog,0,4,ID3172,JAKARTA TIMUR,6.666666666666668,24,2,Netral
2021-08-14 14:30:00,dompetdhuafaorg,"Jakarta, Indonesia",,sahabat virus virus sebab ganguan serang sistem napas adelapan adelapan mxrlima,0,0,ID3172,JAKARTA TIMUR,6.2727272727272725,25,-1,Negatif
2021-08-14 14:28:28,detikcom,"Jakarta, Indonesia",,kasus alami turun dampak isi sakit kembali turun bi posisi nyaman pwqtsbpoh,5,14,ID3172,JAKARTA TIMUR,5.333333333333333,25,-3,Negatif
2021-08-14 14:28:25,ramses_rahadian,"Jakarta, Indonesia",,lentera iam zelt sabeius ayanimel frans priyo kangsoera jinonik kang waqfi erwin erwinsatu akhmadalisatu akhmadalisatu vadotujuh h vadotujuh hyd,0,1,ID3172,JAKARTA TIMUR,6.63157894736842,37,4,Netral
2021-08-14 14:27:32,AhmadNorMaulana,"Jakarta Utara, DKI Jakarta",,bin gelar lanjut jateng ibysaienam gdelapan kmenwundri,0,0,ID3172,JAKARTA TIMUR,6.857142857142858,22,4,Netral
2021-08-14 14:27:04,tamvandangbrani,"DKI Jakarta, Indonesia",,malam contactap contactap senin bandara tjilik riwut tidak tolong terima kasih,0,0,ID3172,JAKARTA TIMUR,6.1818181818181825,22,0,Netral
2021-08-14 14:26:58,diyasprdn,"DKI Jakarta, Indonesia",,saivul amri kecuali alas tidak bisa,0,0,ID3172,JAKARTA TIMUR,5.0,12,0,Netral
2021-08-14 14:24:35,contactap2,"Tangerang, Indonesia",,fadhilapuji informasi test oleh fasilitas me thcthztalima,0,1,ID3172,JAKARTA TIMUR,7.2857142857142865,25,4,Netral
2021-08-14 14:24:28,0tothepowerof0,"Pamulang, Indonesia",,gardenandseds ismud ismud njscaja dyaryani rahmaryaniputri girlgurlgerl areajulid tidak hnwsembilan cofyzg,0,0,ID3172,JAKARTA TIMUR,8.727272727272727,27,0,Netral
2021-08-14 14:24:22,desfandri,Jakarta,,aman kelangkan pasok gjeuakenfr,0,0,ID3172,JAKARTA TIMUR,7.0,18,-3,Negatif
2021-08-14 14:22:22,zukobinozai,Bekasi,,ferdian rm susah dikunjungin buka gerai seperti eropa eropa,0,0,ID3172,JAKARTA TIMUR,5.666666666666668,21,-1,Negatif
2021-08-14 14:22:17,Megowarsianto,18,,panjang umur tidak nxqnol nxqnol cmyo,0,0,ID3172,JAKARTA TIMUR,5.333333333333333,15,6,Positif
2021-08-14 14:22:07,megatrinanda,"jakarta, Indonesia",,salam hamil trimester belum bisa,0,0,ID3172,JAKARTA TIMUR,5.6,12,-5,Negatif
2021-08-14 14:21:44,republikaonline,"Jakarta, Indonesia",,erick thohir harap bumn jaga korban asatu oqeadelapan,0,4,ID3172,JAKARTA TIMUR,5.75,19,1,Netral
2021-08-14 14:20:44,CunhaChristian,Jakarta,,rmol kerja bantu bisik jokowi lemah antisipasi,0,0,ID3172,JAKARTA TIMUR,5.7142857142857135,14,11,Positif
2021-08-14 14:20:38,MNCkoranSINDO,"Jakarta, Indonesia",,riset brown universitas bayi lahir era pandemi ber iq rendah aidktiga lbua,0,0,ID3172,JAKARTA TIMUR,5.25,21,-10,Negatif
2021-08-14 14:20:31,9alih88,"Jakarta,ID.",,jodhyferdian,0,0,ID3172,JAKARTA TIMUR,12.0,9,0,Netral
2021-08-14 14:19:26,0tothepowerof0,"Pamulang, Indonesia",,gardenandseds ismud ismud njscaja dyaryani rahmaryaniputri girlgurlgerl areajulid benar arti wtujuh bntiga ltxu,0,0,ID3172,JAKARTA TIMUR,7.615384615384616,26,3,Netral
2021-08-14 14:17:05,AhmadNorMaulana,"Jakarta Utara, DKI Jakarta",,viral wni keluh tidak negeri tvone mute msnzvphzodelapan rgrvarhj,0,0,ID3172,JAKARTA TIMUR,6.333333333333332,24,0,Netral
2021-08-14 14:16:43,PTJASAMARGA,"DKI Jakarta, Indonesia",,sehat mcgsxbqrnb,0,0,ID3172,JAKARTA TIMUR,7.5,23,4,Netral
2021-08-14 14:16:05,kompascom,Jakarta,,madiun sedia mobil tugas pasti dian makan csatu vorsatu xsembilan,0,5,ID3172,JAKARTA TIMUR,5.6,23,6,Positif
2021-08-14 14:16:03,kompascom,Jakarta,,ikut program gelar kemenhub stakeholder adrwrhp,0,1,ID3172,JAKARTA TIMUR,7.0,21,-1,Negatif
2021-08-14 14:15:33,AhmadNorMaulana,"Jakarta Utara, DKI Jakarta",,positif ketua majelis adat aceh meningal dunia bnol wakempat stslima cprgsatu,0,0,ID3172,JAKARTA TIMUR,6.090909090909091,24,5,Netral
2021-08-14 14:15:30,fahmiazharrii,Jakarta,,gembiraputra dkijakarta oh oke terima kasih mas bantu arti achievement rate tidak sesuai zesembilan ydelapan hxqcs,0,0,ID3172,JAKARTA TIMUR,6.1875,26,7,Positif
2021-08-14 14:15:19,0tothepowerof0,"Pamulang, Indonesia",,gardenandseds ismud ismud njscaja dyaryani rahmaryaniputri girlgurlgerl areajulid badan sendi qonol ubjnsal,0,0,ID3172,JAKARTA TIMUR,8.0,26,-3,Negatif
2021-08-14 14:15:17,trivansekorata,"Jakarta Selatan, DKI Jakarta",,slhanum ayo tat prokes biar pandemi musisilagipkm cepat kelar enak pietiga pietiga aji,0,0,ID3172,JAKARTA TIMUR,5.6923076923076925,28,15,Positif
2021-08-14 14:15:10,ImanTangankanan,jakarta,,tralalala cakasana beda th astraz tidak clima wkpqjfbd,0,0,ID3172,JAKARTA TIMUR,5.875,27,-2,Negatif
2021-08-14 14:15:00,hariankompas,"Palmerah, Jakarta",,tarif tes jangkau bantu pandemi biaya bahkan bmwsatu nusatu ztujuh,0,2,ID3172,JAKARTA TIMUR,5.7,26,-2,Negatif
2021-08-14 14:13:58,sifa_fauzia,"Jakarta, Indonesia",,rcahyantari lama lama malas sekali ngetwit repl tempered glass sehat banyak modal xenam figtaenam,0,0,ID3172,JAKARTA TIMUR,6.0,27,-4,Negatif
2021-08-14 14:13:53,detikcom,"Jakarta, Indonesia",,beri beri boster azwlzdelapan lxm,21,58,ID3172,JAKARTA TIMUR,5.8,24,4,Netral
2021-08-14 14:13:02,addy11111,"DKI Jakarta, Indonesia",,tempodotco msaid didu syukur lanjut bisa standar nasional,0,0,ID3172,JAKARTA TIMUR,6.25,13,5,Netral
2021-08-14 14:12:01,okezonenews,Jakarta,,airlanga dukung ulama habaib lengkapcepatberita beritaterkini berita qkenam rfsatu jdgz,0,3,ID3172,JAKARTA TIMUR,7.8,21,5,Netral
2021-08-14 14:11:53,davidpu68353534,Jakarta,,monasam wajahsementara cupangsawahtujuh kafsatu rzionsatu eksmuslim hayuningratujuh ingiecs vi mae kelincipetelur krdua ylima uw krdua ylima,0,2,ID3172,JAKARTA TIMUR,7.8125,29,0,Netral
2021-08-14 14:11:38,MNCkoranSINDO,"Jakarta, Indonesia",,umbara segera sidang kasus bansos hengki kurniawan doa cepat selesai sunol xqwusk,0,1,ID3172,JAKARTA TIMUR,5.833333333333332,19,13,Positif
2021-08-14 14:11:30,TMCPoldaMetro,"DKI Jakarta, Indonesia",,polri lantas jakbar jajar polres metro jakbar giat himbauan prokes kawasan kot mu aomdelapan,1,6,ID3172,JAKARTA TIMUR,5.642857142857142,27,-1,Negatif
2021-08-14 14:10:00,mediaindonesia,Jakarta - Indonesia,,sebut mati pandemi selalu lapor smbdlcikaz,0,1,ID3172,JAKARTA TIMUR,6.166666666666668,18,1,Netral
2021-08-14 14:09:57,MNCkoranSINDO,"Jakarta, Indonesia",,tidak untung negara thailand bahan tembakau okslsempat,1,3,ID3172,JAKARTA TIMUR,6.857142857142858,21,-9,Negatif
2021-08-14 14:09:57,needm0neyy,"DKI Jakarta, Indonesia",,tangal kok belum sms cek pedulilindungi tidak,0,0,ID3172,JAKARTA TIMUR,5.571428571428571,23,-4,Negatif
2021-08-14 14:09:34,ditta_bluish,Jakarta,,ami penting parah engak kondisi badan vwxnmnybps,0,0,ID3172,JAKARTA TIMUR,6.0,29,-5,Negatif
2021-08-14 14:09:33,PT_Transjakarta,Jakarta,,kopigodnews kopigodnewstiga bukti tugas terima kasih,0,0,ID3172,JAKARTA TIMUR,7.833333333333332,19,0,Netral
2021-08-14 14:08:27,beritahukum,"Jakarta, Indonesia",,kapolri pos sekat kabupaten bangka belitung optimal lnemtzydelapan io uzgjenam hop,0,0,ID3172,JAKARTA TIMUR,6.545454545454546,23,-5,Negatif
2021-08-14 14:08:06,icaaadwi,"DKI Jakarta, Indonesia",,your yourl astra gabole inti tu lebih tanggal ditentuin kurang tangal ditentuin gabole,0,0,ID3172,JAKARTA TIMUR,5.6923076923076925,25,-10,Negatif
2021-08-14 14:08:04,ivooxid,Jakarta,,terima lengkap capai jiwa ldelapan lfytgsembilan,0,0,ID3172,JAKARTA TIMUR,7.166666666666668,18,8,Positif
2021-08-14 14:08:04,liputan6dotcom,Jakarta Indonesia,,puluh bandara harga tes murah dunia lkdynsatu zvlc,2,11,ID3172,JAKARTA TIMUR,5.375,19,7,Positif
2021-08-14 14:07:35,teras_bisnis,Jakarta,,mati produktif tingkat ketua dpd republik ikusdre ikusdrelk urusembilan cjgsembilan,0,0,ID3172,JAKARTA TIMUR,7.4,27,7,Positif
2021-08-14 14:07:07,cacaazone,jkt,,jaemcityx tidak nisedih,0,0,ID3172,JAKARTA TIMUR,7.0,6,0,Netral
2021-08-14 14:07:04,ininaawaa,Tangerang,,iyafatmawt streaming biasa inimah maklum kaum gratis,0,0,ID3172,JAKARTA TIMUR,6.571428571428571,17,9,Positif
2021-08-14 14:05:24,qronoz,"Jakarta, Indonesia",,belum segera daftar jaki ta fakses dekat bukti seperti paspor dipake rfhvxqisp,2,1,ID3172,JAKARTA TIMUR,5.583333333333332,23,-2,Negatif
2021-08-14 14:04:10,Demokrat_TV,Jakarta,,hilang mati tuai polemik demokrat jadi momen evaluasi proses tracing cjwlpfkfj,3,6,ID3172,JAKARTA TIMUR,6.1818181818181825,19,12,Positif
2021-08-14 14:04:02,okezonenews,Jakarta,,apresiasi dunia usaha bantu ambulans mobil jenazah lengkapcepatberita pshenam etujuh edr,0,2,ID3172,JAKARTA TIMUR,7.090909090909091,23,2,Netral
2021-08-14 14:03:50,UmarChelsea_75,DKI Jakarta,,tonton stamford bridge ful nonton susah ingris tolak wenam odelapan ocmsad,1,20,ID3172,JAKARTA TIMUR,5.8181818181818175,25,-11,Negatif
2021-08-14 14:03:32,kompascom,Jakarta,,pekan olahraga nasional pon papua sehat ketat pandemi bodelapan yrexls,0,5,ID3172,JAKARTA TIMUR,6.1,26,-4,Negatif
2021-08-14 14:03:24,RodriChen,"Greater Jakarta, Indonesia",,hilang mg twiter adaptasi lingkung kerja panas pewusdrkcj,2,15,ID3172,JAKARTA TIMUR,6.25,25,11,Positif
2021-08-14 14:03:05,ImanTangankanan,jakarta,,paktuasakit suryadigatot mr adityason otg tanpa gejala basa keren asymptomatic carier kdtiga kdtiga wsatu,0,0,ID3172,JAKARTA TIMUR,6.571428571428571,26,0,Netral
2021-08-14 14:02:58,0tothepowerof0,"Pamulang, Indonesia",,gardenandseds ismud ismud njscaja dyaryani rahmaryaniputri girlgurlgerl areajulid point tidak vaksi kgisnol ersatu,0,0,ID3172,JAKARTA TIMUR,7.846153846153847,28,0,Netral
2021-08-14 14:02:00,mysunlow,Jakarta,,ajapa bukan ajar masalah sepupu bukan astra semangat semo ntvoczrubx,0,0,ID3172,JAKARTA TIMUR,5.9,22,-1,Negatif
2021-08-14 14:01:59,KeliekSoedarto,"Duren Sawit, Indonesia",,moga laku gage bisa tekan tk tular wdelapan vis wdelapan visyepsembilan,0,0,ID3172,JAKARTA TIMUR,5.545454545454546,20,-2,Negatif
2021-08-14 14:01:58,contactap2,"Tangerang, Indonesia",,rahmisundarilima informasi rute terbang wajib lampir rzrohxliqnol,0,0,ID3172,JAKARTA TIMUR,8.428571428571429,22,2,Netral
2021-08-14 14:01:08,kompascom,Jakarta,,ikut update kasus sulteng sultra malu malut papua papua barat tsufzlima kiuj,2,0,ID3172,JAKARTA TIMUR,5.416666666666668,24,-1,Negatif
2021-08-14 14:01:06,kompascom,Jakarta,,ikut update jatim bal nt ntb kalbar kalsel taxdelapan fempat kmynol,1,2,ID3172,JAKARTA TIMUR,5.181818181818182,29,-3,Negatif
2021-08-14 14:00:21,contactap2,"Tangerang, Indonesia",,so medua so medua informasi milik barcode terinteg lpesepuluh ldelapan cxr,0,0,ID3172,JAKARTA TIMUR,5.8181818181818175,29,3,Netral
2021-08-14 14:00:20,Yahoo_ID,"Jakarta, Indonesia",,merdeka airlanga gelar bershalawat bareng habib syech kiai johlima qwunol johlima qwunol vkjoxyzotiga,0,0,ID3172,JAKARTA TIMUR,6.846153846153847,28,5,Netral
2021-08-14 14:00:14,maadriand,"Jakarta Selatan, DKI Jakarta",,mohon lrtjkt naik lrt perlu strp tj mrt,0,1,ID3172,JAKARTA TIMUR,4.0,23,5,Netral
2021-08-14 14:00:07,isarahadiansah,"Menteng, Indonesia",,fadibalfas bigreds iolsc tidak hitung hitung beli bajunye aje,0,0,ID3172,JAKARTA TIMUR,5.888888888888888,16,0,Netral
2021-08-14 14:00:00,akuratco,"DKI Jakarta, Indonesia",,insya alah iring tingkat pelaksanan iring turun tular buka te testiga hutujuh,0,0,ID3172,JAKARTA TIMUR,5.5,21,-3,Negatif
